name;openpl;instagram;Bundesland;Verband;Datum;Ort;Geschlecht;Alter;Squat;Bench;deadlift
Dimitri Yesipovich;dimitriyesipovich;None;NI;BVDK;16.11.2019;Deutschland;M;27;275;165;300
Jürgen Papst;jurgenpapst;None;None;Germany-UA;09.12.2006;None;M;;220;190;275
Sebastian Kaindl;sebastiankaindl;wuchtinger;BY;BVDK;27.10.2018;Deutschland;M;36;250;171.5;285
Semih Ugur;semihugur;None;NRW;Germany-UA;04.10.2019;Deutschland;M;23;205;150;240
Alexander Brück;alexanderbruck;alexbrueck;None;BVDK;21.08.2022;None;M;36;252.5;192.5;265
Claudia Forster;claudiaforster;None;None;Germany-UA;21.12.2013;Deutschland;W;27;152.5;90;202.5
Sebastian Schmaußer;sebastianschmausser;None;BY;BVDK;14.12.2019;Deutschland;M;25;230;150;252.5
Christoph Stürmer;christophsturmer;None;None;WDFPF;17.11.2007;Deutschland;M;20;215;132.5;277.5
Verena Grimm;verenagrimm;None;HE;BVDK;20.05.2022;None;W;26;145;92.5;172.5
Fynn Klöpper;fynnklopper;None;NRW;BVDK;24.06.2022;Deutschland;M;25;245;132.5;270
Hugo Duarte;hugoduarte;fullhdlifting;BB;BVDK;16.09.2016;Deutschland;M;25;262.5;145;285
Pascal Schütze;pascalschutze;None;None;BVDK;21.08.2022;None;M;28;217.5;157.5;210
Jonas Riker;jonasriker;None;None;BVDK;29.09.2021;None;M;32;235;155;275
Stefan Schultheis;stefanschultheis;None;None;WUAP;13.06.2017;Deutschland;M;21;250;165;255
Florian Dorfner;floriandorfner;None;None;EPF;09.03.2020;Deutschland;M;41;220;137.5;230
Patrick Rieger;patrickrieger;None;BY;BVDK;20.10.2018;Deutschland;M;22;180;122.5;232.5
Shirin Kern;shirinkern;None;None;BVDK;29.09.2021;None;W;23;125;85;185.5
Aaron Weiß;aaronweiss;None;MV;BVDK;21.09.2018;Deutschland;M;26;240;145;285
Eric Hinzpeter;erichinzpeter;None;HH;Germany-UA;01.09.2017;Deutschland;M;27;235;145;260
Dominik Boras;dominikboras;None;None;BVDK;29.09.2021;Deutschland;M;25;245;192.5;262.5
Christian Horn;christianhorn;None;BB;BVDK;16.09.2016;Deutschland;M;22;232.5;137.5;265
Abigail Looi;abigaillooi;None;NRW;BVDK;26.09.2020;None;W;24;160;87.5;167.5
Lars Hoheisel;larshoheisel;None;SN;UPC-Germany;08.03.2018;None;M;;250;205;275
Maximilian Tischler;maximiliantischler1;None;BY;BVDK;23.10.2021;None;M;29;230;140;257.5
Kevin Hesse;kevinhesse;None;None;WUAP;17.10.2017;Deutschland;M;20;250;147.5;260
Jan Smolczyk;jansmolczyk;None;None;Germany-UA;09.12.2006;Deutschland;M;36;207.5;175;270
Henrik Wobst;henrikwobst;None;None;EPF;14.09.2018;Deutschland;M;20;262.5;145;262.5
Thorsten Strehlau;thorstenstrehlau;None;NRW;BVDK;15.07.2022;None;M;45;225;175;270
Marlies Götze;marliesgotze;None;None;WUAP;05.10.2016;Deutschland;W;26;175;87.5;172.5
Clemens Lück;clemensluck;None;None;WUAP-Germany;06.05.2022;Deutschland;M;30;207.5;135;245
René Hüsing;renehusing;None;None;BVDK;21.08.2022;None;M;23;225;122.5;240
Igor Nemtsov;igornemtsov;None;BB;BVDK;12.09.2015;Deutschland;M;32;275;185;280
Brin Hassan;brinhassan;None;None;BVDK;08.02.2020;None;M;32;285;180;300
Alexej Zinurov;alexejzinurov;None;NI;BVDK;22.08.2015;Deutschland;M;27;240;180;250
Richard Kielmann;richardkielmann;None;NRW;Germany-UA;04.10.2019;Deutschland;M;;280;172.5;310
Maik Pister;maikpister;None;HE;BVDK;20.05.2022;None;M;23;250;165;285
Matthias Bekavac;matthiasbekavac;None;NRW;BVDK;25.04.2015;Deutschland;M;31;240;175;290
Daniel Rauschenbach;danielrauschenbach;rauschen_bach;None;OEVK;08.08.2020;Deutschland;M;28;260;185;270
Raban Sidon;rabansidon;None;HE;BVDK;20.05.2022;Deutschland;M;24;237.5;142.5;285
Markus Heitkampf;markusheitkampf;None;BY;BVDK;23.10.2021;None;M;;215;145;270
Ringo Riedel;ringoriedel;None;None;WPF;02.11.2018;Deutschland;M;36;230;160;235
Esmail Shokohi;esmailshokohi;None;None;WDFPF;25.10.2019;Deutschland;M;38;290;185;280
Dimitrij Feldstein;dimitrijfeldstein;None;None;IPL;18.10.2019;Deutschland;M;28;260;220;270
Leonard Hell;leonardhell;None;NRW;BVDK;24.06.2022;None;M;29;240;162.5;262.5
Axel Kujat;axelkujat;None;None;WPU;01.01.2019;Deutschland;M;31;220;190.5;245
Steffen Hackbart;steffenhackbart;None;None;WPC;26.10.2013;Deutschland;M;29;215;160;215
Barbara Beil;barbarabeil;None;None;BVDK;29.09.2021;Deutschland;W;28;106.5;62.5;152.5
Jannik Kehrein;jannikkehrein;None;None;BVDK;30.10.2021;None;M;18;250;150;265
Lasse Wieben;lassewieben;None;NI;BVDK;16.11.2019;None;M;24;250;200;275
Jochen Wischnewski;jochenwischnewski;None;None;BVDK;29.03.2019;Deutschland;M;28;265;175;245
Thomas Maik Schöneck;thomasmaikschoneck;None;None;BVDK;21.08.2022;None;M;;250;217.5;290
Jan-Philipp Mankel;janphilippmankel;None;None;BVDK;29.03.2019;Deutschland;M;28;250;200;285
Anton Scherz;antonscherz;None;None;WUAP;05.10.2016;Deutschland;M;24;260;160;290
Bernd Backhaus;berndbackhaus;None;None;WUAP;13.06.2017;Deutschland;M;52;280;155;275
Steven Vierig;stevenvierig;None;SN;BVDK;10.10.2020;Deutschland;M;35;262.5;152.5;285
Benedikt Nicolai;benediktnicolai;None;BW;BVDK;18.12.2021;None;M;20;220;125;235
Simon Suchan;simonsuchan;None;None;BVDK;19.09.2021;None;M;20;295.5;180;260
Patrick Poetsch;patrickpoetsch;None;NRW;Germany-UA;09.11.2018;None;M;28;275;170;290
Fabian Meyer;fabianmeyer;None;NRW;BVDK;05.05.2018;Deutschland;M;21;260;170;290
Andreas Schmid;andreasschmid;None;BY;BVDK;06.10.2018;None;M;26;240;157.5;265
Patrick Schlüter;patrickschluter;None;MV;BVDK;21.09.2018;None;M;40;216;147.5;215
Malte Tilman Schäpermeier;maltetilmanschapermeier;None;NRW;BVDK;26.09.2020;None;M;19;265;165;270
Maxim Weigen;maximweigen;None;None;BVDK;19.09.2021;Deutschland;M;20;240;130;255
Viktor Koza;viktorkoza;None;None;BVDK;21.08.2022;None;M;;260;150;290
Marcel Schaar;marcelschaar;None;NRW;Germany-UA;09.11.2018;Deutschland;M;23;235;155;260
Anna Wesse;annawesse;None;None;BVDK;19.09.2021;None;W;22;160;85;190
Arbijos Thaqi;arbijosthaqi;None;BY;BVDK;14.12.2019;None;M;19;212.5;155;255
Robert Röder;robertroder;None;None;BVDK;19.09.2021;Deutschland;M;22;240;142.5;277.5
Matthias Große;matthiasgrosse;None;None;UPC-Germany;27.03.2015;Deutschland;M;36;265;177.5;280
Adrian Kolodziej;adriankolodziej;None;None;BVDK;10.04.2022;Deutschland;M;24;225;150;275
Diaa Eddin Abou Aicha;diaaeddinabouaicha;None;None;BVDK;21.08.2022;None;M;30;270;155;265
Emre Demirdelen;emredemirdelen;None;None;BVDK;12.10.2017;Deutschland;M;19;225;172.5;265
Lara Hinz;larahinz;None;HE;BVDK;20.05.2022;Deutschland;W;18;180;95;200
Ira Simon;irasimon;None;None;BVDK;29.09.2021;None;W;28;135;82.5;162.5
Tobias Zinserling;tobiaszinserling;big_zinse;TH;BVDK;30.11.2019;Deutschland;M;41;290;177.5;320.5
Uwe Frey;uwefrey;None;None;Germany-UA;15.12.2012;Deutschland;M;43;300;212.5;270
Katharina Dewald;katharinadewald;None;BY;BVDK;23.10.2021;None;W;22;142.5;92.5;152.5
Kilian Schenk Graf Von Stauffenberg;kilianschenkgrafvonstauffenberg;None;None;BVDK;21.08.2022;None;M;;262.5;185;285
Ondrej Uhlig;ondrejuhlig;None;None;UPC-Germany;27.03.2015;Deutschland;M;24;250;180;280
Sven Brodrück;svenbrodruck;None;None;BVDK;21.08.2022;None;M;29;245;130;270
Rolf Hampel;rolfhampel;None;None;EPF;06.03.2018;Deutschland;M;56;238;117.5;260
Ronny Schröder;ronnyschroder;None;None;BVDK;11.05.2019;Deutschland;M;39;215;165;270
Christian Schlegel;christianschlegel;None;None;GPU;02.05.2022;Deutschland;M;27;290;150;265
Tino Czeranowski;tinoczeranowski;None;None;SwissPL;21.11.2009;Deutschland;M;38;280;180;280
Daniel Höcker;danielhocker;None;BY;BVDK;20.10.2018;Deutschland;M;23;227.5;137.5;255
Abdulhamit Türk;abdulhamitturk;None;RP;BVDK;12.10.2019;Deutschland;M;23;210;120;250
Jan Hellwig;janhellwig;None;None;BVDK;10.04.2022;Deutschland;M;29;190;122.5;215
Patric Kattenbacher;patrickattenbacher;None;None;IrishPO;01.01.2016;Deutschland;M;37;220;175;250
Jan Schnoor;janschnoor;None;None;UPC-Germany;01.03.2017;Deutschland;M;24;275;180;280
Andreas Hass;andreashass;None;None;BVDK;29.03.2019;Deutschland;M;31;242.5;170;240
Lukas Demuth;lukasdemuth;None;BY;BVDK;23.10.2021;None;M;;252.5;160;313.5
Daniel Sahebjami;danielsahebjami;None;None;BVDK;29.09.2021;None;M;30;220;145;250
Brian Odurukwe;brianodurukwe;None;NRW;BVDK;24.06.2022;None;M;20;222.5;142.5;250
Uwe Schmutzler;uweschmutzler;None;SN;BVDK;29.04.2017;Deutschland;M;37;225;190;250
Martina Poller;martinapoller;None;None;WDFPF;25.10.2019;Deutschland;W;33;130;82.5;177.5
Matthias Zielke;matthiaszielke;None;NI;BVDK;16.11.2019;None;M;31;220;132.5;300
Patrick Lösel;patricklosel;None;ST;BVDK;17.10.2020;Deutschland;M;20;270;162.5;255
Felix Kappmeyer;felixkappmeyer;None;NRW;BVDK;09.12.2017;Deutschland;M;;235;185;290
Magdalena Krok;magdalenakrok;little.lenka;None;BVDK;21.08.2022;Deutschland;W;28;127.5;80;157.5
Oliver Schneider;oliverschneider;None;None;BVDK;29.09.2021;Deutschland;M;31;170;140;222.5
Max Schicke;maxschicke;None;SN;BVDK;24.11.2018;None;M;24;220;145;240
René Falk;renefalk;None;None;WPF;19.05.2018;Deutschland;M;47;260;142.5;305
Jonas Wolf;jonaswolf;None;None;BVDK;19.09.2021;None;M;22;250;170;297.5
Mathias Werner;mathiaswerner;None;None;BVDK;21.08.2022;Deutschland;M;;270;162.5;292.5
Oliver Dorsch;oliverdorsch;None;FL;WPC;10.11.2014;Deutschland;M;41;280;180;290
Andriy Leonov;andriyleonov;None;BB;BVDK;16.09.2016;Deutschland;M;35;250;182.5;277.5
Michelle Kurszewski;michellekurszewski;None;NRW;BVDK;24.06.2022;None;W;22;152.5;80;177.5
Marius Preisinger;mariuspreisinger;snowp_97;None;BVDK;21.08.2022;None;M;24;230;175;245
Sascha Gummersbach;saschagummersbach;None;None;BVDK;21.08.2022;None;M;29;260;172.5;290
Sven Saiko;svensaiko;None;None;BVDK;29.03.2019;Deutschland;M;27;235;175;277.5
Michel Kühn;michelkuhn;None;None;GPU;02.05.2022;Deutschland;M;26;245;175;275
Viktoria Rudkovskaya;viktoriarudkovskaya;None;None;BVDK;12.10.2017;None;W;29;137.5;60;140
Andreas Klatt;andreasklatt;None;NRW;Germany-UA;04.10.2019;None;M;;242.5;185;265
Daniel Isernhagen;danielisernhagen;None;SH;UPC-Germany;20.10.2018;None;M;;275;175;287.5
Stefan Rzehak;stefanrzehak;stefan_rhk;None;BVDK;12.10.2017;Deutschland;M;26;265;162.5;260
Julius Blum;juliusblum;None;None;BVDK;19.09.2021;Deutschland;M;20;245;140;270
Tim Huber;timhuber;None;None;BVDK;12.10.2017;None;M;25;232.5;135;285
Christopher Scheler;christopherscheler;None;None;BVDK;29.03.2019;Deutschland;M;29;220;145;280
Marco Sintoni;marcosintoni;None;HE;Germany-UA;16.12.2017;Deutschland;M;19;250;190;265
Jonny Heimerl;jonnyheimerl;None;BB;BVDK;15.09.2012;Deutschland;M;26;240;152.5;255
Jonathan Rüschhoff;jonathanruschhoff;None;NRW;BVDK;24.06.2022;None;M;22;215;160;240
Philip Moritz Bischof;philipmoritzbischof;None;BW;BVDK;18.12.2021;None;M;26;222.5;140;255
Myriam Anton;myriamanton;my.way.to.fit;None;BVDK;21.08.2022;Deutschland;W;32;150;87.5;147.5
David Lukacs;davidlukacs;None;HE;Germany-UA;17.12.2016;Deutschland;M;36;280;200;290
Daniel Acosta;danielacosta;None;NV;WPC;06.11.2012;Deutschland;M;19;250;182.5;280
Matthias Simpig;matthiassimpig;None;BB;BVDK;12.09.2015;Deutschland;M;42;272.5;155;250
Karolina Moszynska;karolinamoszynska;karolinamoszynskapowerlifter;None;BVDK;29.03.2019;Deutschland;W;32;132.5;72.5;157.5
Alexander Engel;alexanderengel;None;None;BVDK;12.10.2017;Deutschland;M;22;190;120.5;220
Simon Patz;simonpatz;None;HE;Germany-UA;14.04.2019;None;M;34;235;180;240
David Littau;davidlittau;None;BB;BVDK;16.09.2016;Deutschland;M;32;225;145;272.5
Thomas Faber;thomasfaber;None;BB;BVDK;19.09.2014;None;M;30;210;175;265
Mussa Mohkami;mussamohkami;None;NRW;Germany-UA;09.11.2018;None;M;;260;190;320
Luca Grolms;lucagrolms;None;None;BVDK;30.04.2021;None;M;23;225;147.5;275
Mina Ahl;minaahl;None;None;BVDK;19.09.2021;None;W;22;167.5;95;175
Klaus Leitmann;klausleitmann;None;None;GPU;02.05.2022;Deutschland;M;32;227.5;130;220
Vanessa Neumann;vanessaneumann;None;None;BVDK;12.10.2017;None;W;24;152.5;82.5;140
Enno Heisler;ennoheisler;None;NRW;BVDK;26.09.2020;None;M;22;230;142.5;265
Jakob Schuhmacher;jakobschuhmacher;None;None;BVDK;12.10.2017;Deutschland;M;25;210;122.5;235
Richard Schmidt;richardschmidt;None;TH;BVDK;24.08.2019;None;M;21;275;155;260
Urs Untiedt;ursuntiedt;None;BY;BVDK;23.10.2021;None;M;20;250;155;272.5
Cornelius Lehnart;corneliuslehnart;None;NI;BVDK;09.04.2016;Deutschland;M;21;200;135;240
Shokrzadeh Amir Reza;shokrzadehamirreza;None;BB;BVDK;04.10.2013;None;M;33;240;175;235
Anna Dierks;annadierks;None;MV;UPC-Germany;05.10.2019;Deutschland;W;23;165;81;175
Daniel Petruch;danielpetruch;None;NRW;Germany-UA;04.10.2019;None;M;;300;170;260
Gregor Utz;gregorutz;None;None;WUAP-AUT;23.04.2022;Deutschland;M;32;247.5;160;320
Andreas Pohl;andreaspohl;None;None;BVDK;21.08.2022;Deutschland;M;38;257.5;202.5;300
Daniel Ebert;danielebert;None;BY;GDFPF;13.10.2018;Deutschland;M;30;225;150;265
Lukas Müller;lukasmuller;None;BY;GDFPF;13.10.2018;None;M;23;210;162.5;317.5
Steffen Kolb;steffenkolb;None;None;UPC-Germany;01.03.2017;Deutschland;M;30;270;145;260
Philipp Bleilinger;philippbleilinger;None;FL;WPC;05.11.2018;Deutschland;M;23;300;160;290
Sonja Tschirch;sonjatschirch;None;None;WDFPF;25.10.2019;Deutschland;W;30;122.5;75;170
Simon Wiese;simonwiese;None;HE;Germany-UA;17.12.2016;Deutschland;M;24;235;162.5;260
Jorge Díaz Escárate;jorgediazescarate;None;None;BVDK;21.08.2022;None;M;32;215;132.5;262.5
Susann-Marie Gola;susannmariegola;powasuse;NRW;BVDK;24.06.2022;Deutschland;W;20;132.5;77.5;175
Piet Feld;pietfeld;None;None;BVDK;30.10.2021;None;M;29;190;120;253
Oliver Türk;oliverturk;None;None;Germany-UA;17.12.2011;Deutschland;M;42;235;170;265
Felix Brüning;felixbruning;None;None;BVDK;21.08.2022;None;M;;230;150;270
Julian Kraft;juliankraft;None;None;WUAP;17.06.2019;Deutschland;M;21;245;140;250
Arthur Mertz;arthurmertz;None;NRW;BVDK;12.05.2012;None;M;25;215;142.5;245
Julie Klenkler;julieklenkler;bundesbizepsministerin;NRW;Germany-UA;04.10.2019;Deutschland;W;27;130;67.5;162.5
Konstantin Neumann;konstantinneumann;None;None;WDFPF;29.04.2017;Deutschland;M;20;245;165;250
Florian Stubenvoll;florianstubenvoll;None;BY;BVDK;23.10.2021;None;M;;220;145;245
Miguel Martins Dias;miguelmartinsdias;None;None;BVDK;29.09.2021;Deutschland;M;29;195;105;225
Julia Renkel;juliarenkel;None;None;BVDK;21.08.2022;None;W;25;152.5;80;172.5
Luca Fischer;lucafischer;None;None;BVDK;10.04.2022;Deutschland;M;24;240;160;280
Joseph Giscard Fokoua Tensso;josephgiscardfokouatensso;None;None;BVDK;21.08.2022;None;M;38;230;135;245
Moses August;mosesaugust;None;None;BVDK;21.08.2022;Deutschland;M;30;235;160;255
Michael Schlund;michaelschlund;None;BY;BVDK;06.10.2018;None;M;28;222.5;150;240
Dominic Walter;dominicwalter;None;SN;UPC-Germany;08.03.2018;Deutschland;M;27;230;140;262.5
Michael Hildebrandt;michaelhildebrandt;theproud_kraut;TH;BVDK;02.02.2019;Deutschland;M;;225;200;232.5
Nicole Börsch;nicoleborsch;None;HE;BVDK;02.11.2019;Deutschland;W;43;140;110;155
Mario Rudolph;mariorudolph;None;None;WUAP;13.06.2018;Deutschland;M;31;255;167.5;247.5
David Plaschke;davidplaschke;None;None;GPU;02.05.2022;Deutschland;M;34;225;170;275
Philipp Karbstein;philippkarbstein;None;None;BVDK;12.10.2017;Deutschland;M;20;222.5;142.5;285
Detlef Riedel;detlefriedel;None;None;WPF;06.11.2015;Deutschland;M;56;240;137.5;222.5
Michael McDoe;michaelmcdoe;None;BY;BVDK;14.05.2022;None;M;19;230;160;277.5
Faja Fee Ritter;fajafeeritter;None;HE;BVDK;20.05.2022;None;W;22;145;75;183
Eyyüp Türk;eyyupturk;None;NRW;Germany-UA;09.11.2018;Deutschland;M;20;215;127.5;232.5
Gregor Lossen;gregorlossen;None;VLA;IPF;11.06.2013;Deutschland;M;26;232.5;162.5;290
Arthur Averdunk;arthuraverdunk;None;HE;BVDK;15.08.2020;Deutschland;M;25;222.5;125;262.5
Dennis Feininger;dennisfeininger;None;None;WDFPF;04.11.2016;Deutschland;M;28;205;152.5;252.5
Phillipp Illgen;phillippillgen;None;None;GPU;09.02.2019;None;M;23;220;155;255
Sascha Westermann;saschawestermann;None;NRW;BVDK;26.09.2020;None;M;21;235;190;270
Peer Hänsicke;peerhansicke;None;BB;BVDK;04.10.2013;Deutschland;M;51;250;185;240
Michael Lauenstein;michaellauenstein;None;None;WUAP;17.10.2017;Deutschland;M;41;225;195;281
Timo Gröning;timogroning;None;NRW;BVDK;24.06.2022;None;M;31;225;150;267.5
Christian Rodehutskors;christianrodehutskors;None;None;BVDK;29.09.2021;Deutschland;M;23;282.5;147.5;287.5
Kevin Vierig;kevinvierig;None;BB;BVDK;12.09.2015;Deutschland;M;23;245;145;260
Maximilian Serfas;maximilianserfas;None;NRW;WPC-Germany;04.09.2020;Deutschland;M;28;310;187.5;280
Jason Amadasun;jasonamadasun;None;HE;BVDK;20.05.2022;None;M;23;252.5;152.5;272.5
Simon Janßen;simonjanssen;None;BY;GDFPF;13.10.2018;None;M;27;225;135;265
Simon Daniel Oswald;simondanieloswald;osslack;None;BVDK;21.08.2022;Deutschland;M;;230;152.5;295
Titus Korte;tituskorte;None;None;BVDK;19.09.2021;None;M;18;232.5;140;307.5
Ludwig Grashaus;ludwiggrashaus;None;None;WUAP-Germany;06.05.2022;Deutschland;M;23;225;142.5;272.5
Per Starke;perstarke;None;None;BVDK;19.09.2021;None;M;21;245;137.5;262.5
Marwin Demisch;marwindemisch;marwin_od;NRW;BVDK;24.06.2022;None;M;19;232.5;150;270
Chiara Enderle;chiaraenderle;None;SN;BVDK;10.10.2020;None;W;22;142.5;90;167.5
Randy Bolz;randybolz;None;HH;Germany-UA;09.10.2016;Deutschland;M;;250;152.5;230
Mareike Haas;mareikehaas;None;HE;BVDK;20.05.2022;Deutschland;W;26;150;105;185
Louis Zind;louiszind;None;None;BVDK;21.08.2022;None;M;24;227.5;130;242.5
Martin Lux;martinlux;None;BB;BVDK;19.09.2014;Deutschland;M;25;205;152.5;250
Olga Fink;olgafink;None;HE;BVDK;20.05.2022;Deutschland;W;32;140;72.5;187.5
Janina Ziegler;janinaziegler;None;None;BVDK;21.08.2022;None;W;33;130;75;170
Mathias Große;mathiasgrosse;None;None;UPC-Germany;31.03.2016;Deutschland;M;37;255;170;270
Torsten Karbstein;torstenkarbstein;None;BY;BVDK;23.10.2021;None;M;34;215;152.5;240
Alexander Blüml;alexanderbluml;None;BY;BVDK;14.05.2022;None;M;22;200;140;220
Ronny Berndt;ronnyberndt;rawnny_;BW;BVDK;09.09.2018;Deutschland;M;38;250;162.5;237.5
Arnold Greitan;arnoldgreitan;None;BY;BVDK;26.10.2019;None;M;28;260;157.5;252.5
Tobias Hertwig;tobiashertwig;None;NRW;BVDK;09.10.2021;None;M;26;250;147.5;252.5
Andreas Wingendorff;andreaswingendorff;None;None;WUAP;05.10.2016;Deutschland;M;;260;155;280
Aljoscha Lehmbrock;aljoschalehmbrock;None;None;WUAP;05.10.2016;Deutschland;M;;260;175;282.5
Patrick Deininger;patrickdeininger;None;NRW;Germany-UA;04.10.2019;None;M;;265;185;280
Pascal Borchardt;pascalborchardt;None;None;BVDK;21.08.2022;None;M;30;225;150;265
Ralf Döhne;ralfdohne;None;None;WUAP;05.10.2016;Deutschland;M;56;265;170.5;260
Erhan Kitapci;erhankitapci;None;None;GDFPF;26.03.2016;None;M;23;220;130;250
Kevin Jäger;kevinjager1;kev333jaeger;TX;IPF;19.06.2016;Deutschland;M;20;275;187.5;262.5
Sirko Petermann;sirkopetermann;corefire;None;WUAP;09.10.2014;Deutschland;M;;250;192.5;272.5
Peter Schorr;peterschorr;None;None;Germany-UA;21.12.2013;None;M;35;200;130;250
Patrick Popp;patrickpopp;None;None;BVDK;21.08.2022;Deutschland;M;;220;155;255
Simon Reichmeier;simonreichmeier;None;BY;BVDK;12.05.2018;Deutschland;M;29;250;210;250
Noel Stubbe;noelstubbe;None;None;GPU;02.05.2022;Deutschland;M;18;210;130;260
Daniel Delic;danieldelic;None;None;GPU;02.05.2022;Deutschland;M;30;255;162.5;302.5
Leonie Kolle;leoniekolle;None;HE;BVDK;20.05.2022;Deutschland;W;24;140;75;185.5
Manuel Simon;manuelsimon;None;HE;BVDK;20.05.2022;None;M;28;192.5;162.5;245
Matthias Meier;matthiasmeier;None;SN;BVDK;10.10.2020;None;M;22;215;145.5;240
Janek Reimann;janekreimann;None;NRW;BVDK;10.10.2021;None;M;22;215;142.5;242.5
Carolin Kröner;carolinkroner;None;BW;BVDK;18.12.2021;None;W;21;147.5;75;175
Vadim Seltenreich;vadimseltenreich;None;NRW;Germany-UA;04.10.2019;Deutschland;M;26;220;125;270
Manuel Kreie;manuelkreie;None;NRW;Germany-UA;04.10.2019;None;M;;185;150;235
Eyyüp Ozgün;eyyupozgun;None;BB;BVDK;15.09.2012;None;M;26;230;155;257.5
Henry Hallmann;henryhallmann;None;BY;BVDK;26.10.2019;Deutschland;M;31;205;157.5;237.5
Cornelia Campbell;corneliacampbell;squatting_nela;NRW;Germany-UA;04.10.2019;None;W;35;140;75;170
Patrick Bedei;patrickbedei;None;None;WUAP-Germany;06.05.2022;Deutschland;M;30;235;147.5;252.5
Florian Habdank;florianhabdank;None;BY;BVDK;23.10.2021;None;M;22;230;187.5;240
Michael van Nes;michaelvannes;None;HE;Germany-UA;14.04.2019;Deutschland;M;26;240;150;300
Torben Kapries;torbenkapries;None;NRW;BVDK;01.12.2019;Deutschland;M;18;237.5;150;285
Aljoscha Subasinghe;aljoschasubasinghe;None;MV;BVDK;21.09.2018;Deutschland;M;27;185;125;205
Theo Barthel;theobarthel;None;NRW;BVDK;01.12.2019;None;M;21;212.5;125;230
Marco Hirt;marcohirt;None;TH;BVDK;24.08.2019;None;M;34;247.5;165;290
Ronny Schroeder;ronnyschroeder;None;None;EPF;05.03.2019;Deutschland;M;39;215;162.5;270
Steve Richter;steverichter;None;SN;BVDK;10.10.2020;Deutschland;M;33;235;180;260
Maximilian Regenberg;maximilianregenberg;None;SN;UPC-Germany;08.03.2018;None;M;24;275;160;280
Andreas Bäßler;andreasbassler;None;None;BVDK;29.09.2021;Deutschland;M;33;247.5;140;245
Monja Schubert;monjaschubert;None;None;BVDK;30.10.2021;Deutschland;W;26;120.5;65;160
Lucas Lang;lucaslang;None;HE;BVDK;20.05.2022;Deutschland;M;26;200;147.5;265
Tobias Bergmair;tobiasbergmair;None;None;GPU;25.04.2017;None;M;30;265;200;250
Marco Reis;marcoreis;None;NRW;Germany-UA;09.11.2018;Deutschland;M;28;207.5;153;207.5
Bob Hofmann;bobhofmann;None;None;BVDK;21.08.2022;None;M;;235;155;245
Paolo Fabian Keßler;paolofabiankessler;None;None;BVDK;29.09.2021;None;M;27;210;150;240
Isabel Klemmer;isabelklemmer;None;None;BVDK;21.08.2022;None;W;29;170;95;172.5
Viktoria Reeb;viktoriareeb;None;None;WUAP;05.10.2016;Deutschland;W;33;150;80;170
Alexander Barth;alexanderbarth;None;None;BVDK;08.02.2020;None;M;21;250;170;292.5
Christioph Splisteser;christiophsplisteser;None;SH;UPC-Germany;20.10.2018;None;M;;262.5;142.5;275
Kurt Oguzhan;kurtoguzhan;None;None;GDFPF;26.03.2016;Deutschland;M;22;227.5;157.5;230
Julia Leimeister;julialeimeister;None;BB;BVDK;15.06.2019;Deutschland;W;29;125;75;130
Nicolas Wilke;nicolaswilke;None;None;BVDK;12.10.2017;Deutschland;M;23;220;120;260
Lea Bachus;leabachus;None;NRW;BVDK;01.12.2019;None;W;21;117.5;77.5;155
Joel Ray;joelray;None;BW;BVDK;18.12.2021;None;M;19;220;120;290
Matthias Siegle;matthiassiegle;None;None;IPF;06.06.2018;Deutschland;M;54;202.5;130;227.5
Holger Lindinger;holgerlindinger;None;None;Germany-UA;09.12.2006;Deutschland;M;31;250;180;230
Alexander Grund;alexandergrund;None;None;BVDK;29.03.2019;None;M;28;205;145;250
Faisal Yassin;faisalyassin;None;None;BVDK;12.10.2017;Deutschland;M;30;220;147.5;267.5
