name;openpl;instagram;Bundesland;Verband;Datum;Ort;Geschlecht;Alter;Squat;Bench;deadlift
Jesica Sterlepper;jesicasterlepper;None;HE;BVDK;29.10.2016;None;W;37;;85;
Rolf Roye;rolfroye;None;BB;BVDK;04.10.2013;Deutschland;M;64;;127.5;
Niclas Zemke;niclaszemke;None;SN;BVDK;24.11.2018;None;M;19;;140;
Jens Woelki;jenswoelki;None;None;GDFPF;08.04.2017;None;M;31;;120;
Hans-Peter Büngers;hanspeterbungers;None;NRW;BVDK;11.10.2014;None;M;57;;125;
Daniela Adamkiewiez;danielaadamkiewiez;None;None;WUAP;17.10.2017;Deutschland;W;40;;72.5;
Peter Böhn;peterbohn;None;None;Germany-UA;01.12.2008;None;M;;;130;
Thomas Röszner;thomasroszner;None;None;WPF;19.06.2015;Deutschland;M;31;;112.5;
Sven Gietz;svengietz;None;None;PAGermany;28.04.2017;Deutschland;M;46;;112.5;
Klaus Rehnelt;klausrehnelt;None;None;WPF;17.06.2017;Deutschland;M;59;;107.5;
René Andersch;reneandersch;None;None;GRAWA;07.07.2012;None;M;;;120;
Marion Demecz;mariondemecz;None;None;BVDG;01.12.1984;None;W;;;65;
Alexander Winitschenko;alexanderwinitschenko;None;None;PAGermany;30.04.2016;Deutschland;M;30;;125;
Julia Kath;juliakath;None;TH;BVDK;09.06.2018;None;W;36;;;80
Jürgen Heisterkamp;jurgenheisterkamp;None;NRW;BVDK;11.10.2014;None;M;67;;120;
Claudia Weis;claudiaweis;None;None;BVDG;01.12.1984;None;W;;;72.5;
Martin Serafin;martinserafin;None;None;PAGermany;30.04.2016;Deutschland;M;36;;130;
Karina Müller-Freyer;karinamullerfreyer;None;TX;IPF;22.04.2017;Deutschland;W;47;;85;
Valentin Hoffman;valentinhoffman;None;None;BVDK;01.01.2019;None;M;19;;125;
Sonja Kruwinnus;sonjakruwinnus;None;None;GRAWA;12.03.2016;None;W;;;75;
Juri Chalanski;jurichalanski;None;NI;BVDK;25.08.2018;None;M;31;;120;
Stephan Ta;stephanta;None;NI;BVDK;14.09.2019;None;M;24;;120;
Moritz Feuerstein;moritzfeuerstein;None;TH;BVDK;05.08.2017;None;M;22;;122.5;
David Weidemüller;davidweidemuller;None;BY;BVDK;14.07.2018;None;M;28;;122.5;
Rainer Sommerkamp;rainersommerkamp;None;None;BVDG;11.12.1982;None;M;;;105;
Qendrim Morina;qendrimmorina;None;None;GDFPF;08.04.2017;None;M;22;;112.5;
Danny Milenz;dannymilenz;None;BB;BVDK;14.08.2018;None;M;;;120;
Frank Rosenow;frankrosenow;None;None;BVDK;05.11.2021;None;M;52;;125;
Alex Gläske;alexglaske;None;BB;BVDK;19.11.2011;None;M;16;;;140
Buksch Henning;bukschhenning;None;BB;BVDK;04.10.2013;None;M;32;;120;
Adam Alfred Hanslik;adamalfredhanslik;None;None;GDFPF;10.03.2018;Deutschland;M;57;;130;
Steffen Beran;steffenberan;None;ST;BVDK;15.06.2019;None;M;55;;100;
Rico Andreas;ricoandreas;None;None;GRAWA;18.05.2012;None;M;;;110;
T Kusche;tkusche;None;None;GRAWA;01.01.2008;None;M;;;120;
Jürgen Thiele;jurgenthiele;None;None;GRAWA;24.09.2011;None;M;;;117.5;
Jürgen Krawczyk;jurgenkrawczyk;None;None;GRAWA;27.10.2012;None;M;;;110;
Sebastian Angerhöfer;sebastianangerhofer;None;None;GRAWA;02.03.2008;None;M;;;105;
Jan Weber;janweber;None;None;GRAWA;18.03.2007;None;M;;;122.5;
Jimmy Müller;jimmymuller;None;TH;BVDK;22.04.2017;None;M;28;;100;
Stefanula Giannoulidis;stefanulagiannoulidis;None;None;BVDG;01.12.1984;None;W;;;77.5;
Mohammed Mazigh;mohammedmazigh;None;None;GRAWA;18.04.2015;None;M;;;130;
Monika Giersberg;monikagiersberg;None;HE;BVDK;31.10.2015;Deutschland;W;62;;75;
Markus Oberhößel;markusoberhossel;None;None;GRAWA;23.10.2010;None;M;;;105;
Dorian Berger;dorianberger;None;None;GRAWA;26.06.2010;None;M;;;120;
Martin Hermes;martinhermes;None;NRW;BVDK;08.10.2016;None;M;29;;125;
Katharina Brenig;katharinabrenig;None;MV;UPC-Germany;05.05.2018;None;W;;;72.5;
Limar Mikseev;limarmikseev;None;None;GRAWA;17.10.2009;None;M;;;105;
Josef Emmeninger;josefemmeninger;None;None;BVDG;01.12.1984;None;M;;;90;
Carmelo Virzi;carmelovirzi;None;BB;BVDK;13.09.2015;Deutschland;M;57;;90;
Hennes Maske;hennesmaske;None;None;WUAP-Germany;04.09.2021;None;M;17;;;130
Enrico Simmen;enricosimmen;None;TH;BVDK;05.08.2017;None;M;35;;122.5;
Alexander Rogalskiy;alexanderrogalskiy;None;BB;BVDK;14.08.2018;None;M;;;120;
Wladimir Lutschev;wladimirlutschev;None;BB;BVDK;15.09.2012;None;M;31;;130;
Lucius Voigt;luciusvoigt;None;None;BVDK;29.02.2020;None;M;41;;125;
Marco Rabe;marcorabe;None;None;GRAWA;15.05.2010;None;M;;;110;
René Borchert;reneborchert;None;ST;BVDK;11.11.2017;Deutschland;M;18;;;110
Sandra Korte;sandrakorte;None;NRW;BVDK;24.05.2014;Deutschland;W;43;;65;
Wolfram Fenrich;wolframfenrich;None;BW;BVDK;08.04.2017;None;M;58;;117.5;
Memduh Turan;memduhturan;None;BY;BVDK;21.04.2018;None;M;19;;105;
Burkhardt Boldt;burkhardtboldt;None;None;GRAWA;09.12.2007;None;M;;;130;
Hans-Joachim Thürk;hansjoachimthurk;None;None;BVDK;09.11.2019;None;M;69;;130;
Louis Schott;louisschott;None;BY;BVDK;05.11.2016;None;M;15;;125;
Andreas Werthenbach;andreaswerthenbach;None;NRW;BVDK;26.01.2019;Deutschland;M;21;;120;
Matthews Walter;matthewswalter;None;None;WPU;01.11.2012;Deutschland;M;61;;115;
Özgür Memili;ozgurmemili;None;None;GDFPF;10.03.2018;None;M;21;;110;
István Szabó;istvanszabo;None;None;GPU;02.05.2022;Deutschland;M;51;;137.5;
Wolfgang Köster;wolfgangkoster;None;MV;BVDK;18.03.2017;Deutschland;M;66;;107.5;
Andrei Jushaninov;andreijushaninov;None;BB;BVDK;13.08.2019;None;M;;;122.5;
Christoph Kleiber;christophkleiber;None;NRW;BVDK;01.09.2012;None;M;;;100;
Joerg Bischof;joergbischof;None;NRW;BVDK;04.09.2021;None;M;55;;120;
Karl-Heinz Schmidt;karlheinzschmidt;None;None;BVDG;14.12.1985;None;M;23;;77.5;
Danny Telschow;dannytelschow;None;None;GRAWA;08.10.2011;None;M;;;120;
Michaela Schmitz;michaelaschmitz;None;None;GDFPF;10.03.2018;None;W;31;;;80
Daniel Simke;danielsimke;None;NI;BVDK;19.08.2017;None;M;32;;110;
Joachim Pippig;joachimpippig;None;None;GRAWA;05.06.2011;None;M;57;;115;
Sebastian Fackelmann;sebastianfackelmann;None;TH;BVDK;04.06.2016;None;M;23;;100;
Jochen Wolf;jochenwolf;None;None;BVDK;05.11.2021;None;M;50;;150;
David Hoffmann;davidhoffmann;None;BB;BVDK;03.09.2011;None;M;16;;135;
Manuel Kolle;manuelkolle;None;BY;BVDK;08.06.2019;None;M;22;;127.5;
Maik Hiepler;maikhiepler;None;None;GRAWA;28.11.2009;None;M;;;110;
Dirk Leverenz;dirkleverenz;None;None;GPC;26.05.2018;Deutschland;M;30;;100;
Thomas Wagner;thomaswagner;None;None;GPC;02.06.2014;Deutschland;M;;;115;
Uwe Hayn;uwehayn;None;None;BVDK;09.11.2019;None;M;59;;127.5;
Stefan Geyersbach;stefangeyersbach;None;SN;BVDK;19.10.2019;None;M;51;;140;
Sven Keller;svenkeller;None;HE;BVDK;29.10.2016;None;M;48;;130;
Frank Schulze;frankschulze;None;ST;BVDK;08.07.2017;Deutschland;M;56;;127.5;
Norbert Ritzrow;norbertritzrow;None;BY;BVDK;05.11.2016;Deutschland;M;76;;130;
Christian Bogensperger;christianbogensperger;None;BY;BVDK;05.11.2016;None;M;22;;105;
Ulrike Mayer;ulrikemayer;None;None;BVDG;01.12.1984;None;W;;;60;
Robert Oehler;robertoehler;None;SN;BVDK;24.11.2018;None;M;29;;127.5;
Reinhard Herrmann;reinhardherrmann;None;None;BVDK;09.11.2019;Deutschland;M;68;;122.5;
Tobias Kraft;tobiaskraft;None;None;GRAWA;08.10.2011;None;M;;;120;
Marcel Sigl;marcelsigl;None;BY;BVDK;05.11.2016;None;M;20;;132.5;
Kurt Argauer;kurtargauer;None;None;GRAWA;22.10.2011;None;M;61;;115;
Dirk Haun;dirkhaun;None;TH;BVDK;22.04.2017;None;M;43;;115;
Norbert Ritzow;norbertritzow;None;NRW;BVDK;21.05.2016;None;M;76;;130;
Sebastian Krohnfoth;sebastiankrohnfoth;None;None;GRAWA;28.11.2009;None;M;;;122.5;
Thomas Torff;thomastorff;None;None;BVDK;09.11.2019;None;M;57;;115;
Hans Voigt;hansvoigt;None;None;BVDG;11.12.1982;None;M;;;110;
Quentin Klatt;quentinklatt;None;None;UPC-Germany;31.03.2016;None;M;;;112.5;
Matthias Joachim Schnee;matthiasjoachimschnee;None;HE;BVDK;07.08.2021;None;M;;;122.5;
Günther Sauf;gunthersauf;None;None;GRAWA;22.10.2011;Deutschland;M;;;112.5;
Vera Loch;veraloch;None;None;BVDG;14.12.1985;Deutschland;W;21;;70;
Martin Schwer;martinschwer;None;BY;BVDK;05.11.2016;None;M;18;;95;
Bernhard Grellmann;bernhardgrellmann;None;BY;BVDK;05.11.2016;None;M;22;;132.5;
Willibald Gottschalk;willibaldgottschalk;None;MV;BVDK;04.11.2017;None;M;52;;107.5;
Danny Linné Von Berg;dannylinnevonberg;None;NRW;BVDK;04.09.2021;None;M;34;;137.5;
Jeanette Denz;jeanettedenz;None;None;IPF;22.10.2021;Deutschland;W;46;;90;
Horst Burggrat;horstburggrat;None;None;BVDG;22.10.1983;None;M;;;127.5;
Melissa Stoebke;melissastoebke;None;None;WDFPF;01.06.2018;Deutschland;W;14;;;62.5
Hans-Joachim Thuerk;hansjoachimthuerk;None;None;IPF;18.05.2019;Deutschland;M;69;;127.5;
Reiner Krieger;reinerkrieger;None;None;GPC;20.10.2019;Deutschland;M;59;;112.5;
Robin Wohlrab;robinwohlrab;None;SN;BVDK;24.11.2018;None;M;22;;115;
Bernd Biegert;berndbiegert;None;None;BVDG;22.10.1983;None;M;;;100;
Edgar Filipczyk;edgarfilipczyk;None;None;BVDK;05.11.2021;None;M;79;;100;
Baron Maximilian de Kranz Zapolya;baronmaximiliandekranzzapolya;None;NI;BVDK;22.04.2017;None;M;20;;130;
Andreas Heinz;andreasheinz;None;TH;BVDK;04.06.2016;None;M;49;;122.5;
Markus Baumgärtner;markusbaumgartner;None;None;Germany-UA;01.12.2008;None;M;;;110;
Thomas Luxem;thomasluxem;None;None;WDFPF;06.06.2014;Deutschland;M;54;;120;
Sackretz Heiko;sackretzheiko;None;None;IPF;14.05.2018;Deutschland;M;49;;95;
Ralf Holland;ralfholland;None;None;WPF;02.11.2018;Deutschland;M;55;;110;
Uwe Szuggar;uweszuggar;None;BB;BVDK;13.09.2015;None;M;46;;122.5;
Sven Latzko;svenlatzko;None;MV;BVDK;04.11.2017;None;M;39;;125;
Benjamin Braun;benjaminbraun;None;TH;BVDK;05.08.2017;None;M;31;;117.5;
Maria Gantke;mariagantke;None;SN;UPC-Germany;08.03.2018;None;W;35;;70;
Anne Büch;annebuch;None;None;GRAWA;07.07.2012;None;W;;;77.5;
Henry Pyplatz;henrypyplatz;None;None;GRAWA;14.09.2008;None;M;42;;120;
Heinz-Werner Bongard;heinzwernerbongard;None;None;WPF;02.11.2018;Deutschland;M;74;;105;
Steffen Schultze;steffenschultze;None;BB;BVDK;04.05.2019;None;M;51;;120;
Ingo Warnke;ingowarnke;None;None;BVDK;09.11.2019;None;M;59;;120;
Claudia Lichti;claudialichti;None;None;BVDG;01.12.1984;None;W;;;52.5;
Werner Latzke;wernerlatzke;None;None;BVDK;14.04.2018;None;M;64;;122.5;
Marcel Schmiedel;marcelschmiedel;None;None;WUAP-Germany;06.05.2022;Deutschland;M;52;;122.5;
Janis Unrath;janisunrath;None;None;Germany-UA;21.12.2013;None;M;24;;110;
Edgar Fiedler;edgarfiedler;None;None;IPF;04.12.1994;Deutschland;M;38;;100;
Delia Zoebe;deliazoebe;None;None;WPF;13.06.2014;Deutschland;W;15;;;70
Helmut Scheide;helmutscheide;None;None;GRAWA;09.12.2007;None;M;27;;115;
Marco Ast;marcoast;None;BY;BVDK;21.04.2018;None;M;;;105;
Detlef Thiede;detlefthiede;None;None;WPF;31.10.2019;Deutschland;M;59;;120;
Adam Hanslik;adamhanslik;None;None;WDFPF;18.09.2015;Deutschland;M;54;;127.5;
Josef Bergbauer;josefbergbauer;None;None;BVDG;22.10.1983;None;M;;;125;
Pascal Hasenmaier;pascalhasenmaier;None;None;GRAWA;13.05.2012;None;M;;;112.5;
Christian Wendt;christianwendt;None;None;GRAWA;09.05.2009;None;M;;;110;
Heiner Schildbach;heinerschildbach;None;None;IRP;17.11.2012;Deutschland;M;;;125;
Dennis Wiesskirchen;denniswiesskirchen;None;None;GRAWA;09.05.2009;None;M;;;105;
Marcus Geistert;marcusgeistert;None;None;BVDK;09.11.2019;None;M;40;;120;
Sebastian Krohnfot;sebastiankrohnfot;None;None;GRAWA;08.11.2009;None;M;;;120;
Philip Rätz;philipratz;None;None;GRAWA;28.11.2009;None;M;;;102.5;
Christian Müller;christianmuller;None;None;GRAWA;15.05.2010;None;M;;;105;
Tobias Bannmann;tobiasbannmann;None;None;GRAWA;01.01.2013;None;M;;;105;
Ulrich Miehlich;ulrichmiehlich;None;None;BVDG;22.10.1983;None;M;43;;90;
Stefan Augustiniok;stefanaugustiniok;None;BY;BVDK;20.04.2019;None;M;50;;112.5;
Peter Bergbauer;peterbergbauer;None;None;BVDG;22.10.1983;None;M;23;;110;
Egbert Vierling;egbertvierling;None;None;GRAWA;28.11.2009;None;M;;;107.5;
Günter H Ebelt;gunterhebelt;None;BY;BVDK;05.11.2016;None;M;55;;120;
Martin Eimansberger;martineimansberger;None;None;IRP;23.11.2014;Deutschland;M;;;;122.5
Michael Mednikov;michaelmednikov;None;None;GPU;31.07.2021;Deutschland;M;17;;105;
Jonas Happ;jonashapp;None;None;GRAWA;22.10.2011;None;M;;;107.5;
Lauro Biastoch;laurobiastoch;None;TH;BVDK;09.06.2018;None;M;14;;;112.5
Anita Thimm;anitathimm;None;BB;BVDK;21.09.2014;Deutschland;W;64;;70;
Harald Decker;haralddecker;None;MV;BVDK;04.11.2017;None;M;62;;105;
Peter Schlegel;peterschlegel;None;None;WPF;31.10.2019;Deutschland;M;56;;125;
Kathrin Thoms;kathrinthoms;None;NRW;BVDK;25.05.2013;None;W;;;70;
Alexander Weinberger;alexanderweinberger;None;BY;BVDK;02.03.2013;None;M;38;;112.5;
Pascal Hoffmann;pascalhoffmann;None;BB;BVDK;13.08.2019;None;M;;;120;
Peter Siemens;petersiemens;None;NRW;BVDK;21.05.2016;Deutschland;M;27;;122.5;
Vitalij Lenkovets;vitalijlenkovets;None;NRW;BVDK;26.01.2019;None;M;;;122.5;
Dirk Hilgruber;dirkhilgruber;None;None;GRAWA;05.06.2011;None;M;;;120;
Steffen Stockmann;steffenstockmann;None;None;GRAWA;12.03.2016;None;M;;;105;
Heide Hagner;heidehagner;None;None;BVDG;14.12.1985;None;W;27;;60;
Latzke Werner;latzkewerner;None;MV;BVDK;18.03.2017;None;M;63;;120;
Jens Fürstenberg;jensfurstenberg;None;None;GRAWA;28.11.2009;None;M;;;120;
Erwin Maurer;erwinmaurer;None;None;BVDG;22.11.1983;None;M;18;;90;
Kai Scheiffele;kaischeiffele;None;None;GDFPF;16.10.2021;None;M;42;;;110
Marc Laaß;marclaass;None;None;GRAWA;09.12.2007;None;M;;;112.5;
Andreas Richter;andreasrichter;None;None;GRAWA;07.06.2009;Deutschland;M;;;115;
Mario Metz;mariometz;None;NRW;BVDK;30.05.2015;None;M;52;;120;
Klaus Klein;klausklein;None;NRW;BVDK;09.04.2022;None;M;53;;112.5;
Gisbert Jakst;gisbertjakst;None;SN;BVDK;24.11.2018;None;M;62;;127.5;
A John;ajohn;None;None;GRAWA;01.01.2008;None;M;;;115;
Mieczysaw Maczka;mieczysawmaczka;None;None;WPF;24.06.2016;Deutschland;M;61;;115;
André Bodenschatz;andrebodenschatz;None;SN;BVDK;19.10.2019;None;M;31;;105;
Andrej Schadskich;andrejschadskich;None;NRW;BVDK;09.04.2022;None;M;58;;127.5;
Andrej Sakmann;andrejsakmann;None;None;Germany-UA;21.12.2013;None;M;24;;115;
Nick Werner;nickwerner;None;NRW;BVDK;20.05.2017;Deutschland;M;22;;125;
Tim Große;timgrosse;None;NRW;BVDK;26.01.2019;None;M;;;130;
Domitian Woloszyk;domitianwoloszyk;None;BY;BVDK;02.03.2013;None;M;22;;117.5;
Jens Römer;jensromer;None;None;Germany-UA;21.12.2013;None;M;22;;120;
Matthias Steinbock;matthiassteinbock;None;None;GRAWA;13.03.2010;None;M;;;120;
Fabian Schulz;fabianschulz;None;None;GRAWA;23.10.2010;None;M;;;120;
Armin Bunzel;arminbunzel;None;None;GRAWA;09.12.2007;Deutschland;M;;;115;
Kai Meister;kaimeister;None;None;GRAWA;22.10.2011;None;M;;;110;
Dajana Helke;dajanahelke;None;MV;BVDK;18.03.2017;None;W;36;;67.5;
Marcus Müller;marcusmuller;None;TH;BVDK;04.06.2016;None;M;23;;110;
Dominik Neuberger;dominikneuberger;None;MV;BVDK;04.11.2017;None;M;25;;112.5;
Inge Kaule;ingekaule;None;None;GPC;20.10.2019;Deutschland;W;66;;60;
Sabrina Bogner;sabrinabogner;None;HE;BVDK;07.08.2021;Deutschland;W;41;;66;
Claudia Vogt;claudiavogt;None;None;GRAWA;09.10.2010;None;W;;;72.5;
Alexander Moch;alexandermoch;None;None;GRAWA;17.03.2012;None;M;;;130;
Jurgen Kraftczyk;jurgenkraftczyk;None;None;GRAWA;12.03.2016;None;M;;;105;
Jose Plata;joseplata;None;None;BVDG;22.10.1983;Deutschland;M;33;;97.5;
Brandt Katharina;brandtkatharina;None;MV;BVDK;17.03.2018;None;W;33;;75;
Stefan Podojil;stefanpodojil;None;None;GRAWA;07.12.2008;None;M;;;90;
Nahir Kücükkaplan;nahirkucukkaplan;None;MV;BVDK;04.11.2017;None;M;33;;125;
Philipp Hoffmann;philipphoffmann;None;None;Germany-UA;21.12.2013;None;M;25;;122.5;
Edith Scherpf;edithscherpf;None;None;BVDG;01.12.1984;None;W;;;55;
Dominic Niemietz;dominicniemietz;None;BY;BVDK;21.04.2018;None;M;;;125;
Nikolej Sandimirow;nikolejsandimirow;None;None;GRAWA;18.03.2007;None;M;;;100;
Detlef Hagen;detlefhagen;None;None;GDFPF;16.10.2021;None;M;57;;130;
Georg Ramsauer;georgramsauer;None;MV;BVDK;04.11.2017;Deutschland;M;69;;125;
Achim Flett;achimflett;None;None;WUAP-Germany;04.09.2021;None;M;62;;125;
Peter Fallows;peterfallows;None;None;BVDG;19.11.1983;None;M;;;90;
Kevin Klöppel;kevinkloppel;None;TH;BVDK;04.06.2016;None;M;29;;117.5;
Chrisitan Nehrkorn;chrisitannehrkorn;None;MV;BVDK;18.03.2017;None;M;47;;125;
Raad Nasser;raadnasser;None;NRW;BVDK;26.01.2019;None;M;;;107.5;
Andrè Kühn;andrekuhn;None;None;WUAP;05.10.2016;Deutschland;M;65;;110;
Sebastian Salomo;sebastiansalomo;None;BY;BVDK;14.07.2018;None;M;21;;120;
Tobias Papke;tobiaspapke;None;MV;BVDK;17.03.2018;None;M;31;;120;
Daniela Adamkiewicz;danielaadamkiewicz;None;None;WUAP;05.10.2016;Deutschland;W;38;;65;
Tanja Meins;tanjameins;None;SH;BVDK;02.02.2019;None;W;47;;87.5;
Tanja Artar;tanjaartar;None;BY;BVDK;05.11.2016;Deutschland;W;43;;70;
Rosina Polster;rosinapolster;None;BY;BVDK;14.07.2018;Deutschland;W;33;;70;
Wolfgang Nemack;wolfgangnemack;None;None;BVDG;11.12.1982;None;M;;;105;
Andreas Aksoy;andreasaksoy;None;BY;BVDK;14.07.2018;None;M;45;;120;
Thomas Struppe;thomasstruppe;None;None;GDFPF;16.10.2021;None;M;36;;105;
Uwe Klobedantz;uweklobedantz;None;None;BVDK;06.10.2018;None;M;;;127.5;
Arnold Lesemann;arnoldlesemann;None;NI;BVDK;13.04.2019;None;M;64;;125;
Bernd Schmid;berndschmid;None;None;GPC;20.10.2019;Deutschland;M;56;;105;
Franz Bendl;franzbendl;None;BY;BVDK;21.04.2018;None;M;;;130;
Beate Kussner;beatekussner;None;None;BVDG;01.12.1984;None;W;;;57.5;
Romina Hellmich;rominahellmich;None;BY;BVDK;21.04.2018;None;W;;;65;
Ulrike Engelhardt;ulrikeengelhardt;None;None;BVDG;01.12.1984;None;W;24;;77.5;
Sonja Kruwinus;sonjakruwinus;None;None;GRAWA;27.10.2012;None;W;;;70;
Frank Böhler;frankbohler;None;BY;BVDK;05.11.2016;None;M;49;;102.5;
Raphael Lehner;raphaellehner;None;BB;BVDK;13.09.2015;None;M;17;;110;
Siegfried Wege;siegfriedwege;None;None;WUAP;05.10.2016;Deutschland;M;72;;115;
Fabian Domning;fabiandomning;None;BB;BVDK;18.03.2017;None;M;45;;117.5;
Mathlouthi Ferdie;mathlouthiferdie;None;MV;UPC-Germany;05.05.2018;None;W;;;72.5;
Sven Alexander Malmberg;svenalexandermalmberg;None;None;BVDK;05.11.2021;None;M;33;;110;
Sofia Walter;sofiawalter;sofiawltr;BY;BVDK;14.07.2018;Deutschland;W;21;;75;
Dr. Heiner Schildbach;drheinerschildbach;None;None;GRAWA;18.05.2012;None;M;69;;120;
Ingeborg Graf;ingeborggraf;None;None;BVDG;01.12.1984;None;W;;;72.5;
Jan Leiste;janleiste;None;BB;BVDK;04.05.2019;None;M;34;;110;
Ronja Hofmann;ronjahofmann;None;None;GPU;02.05.2022;Deutschland;W;21;;72.5;
Markus Bartel;markusbartel;None;None;BVDG;01.12.1984;None;M;;;87.5;
Alexander Bock;alexanderbock;None;None;BVDK;09.11.2019;None;M;32;;85;
Marcel Weiß;marcelweiss;None;None;GRAWA;17.03.2012;None;M;;;125;
Godula von Bachhaus;godulavonbachhaus;None;None;BVDG;01.12.1984;Deutschland;W;;;57.5;
Tobias Nothaft;tobiasnothaft;None;BB;BVDK;13.09.2015;None;M;19;;102.5;
Cornelia Machaczeck;corneliamachaczeck;None;HE;BVDK;27.07.2019;None;W;24;;72.5;
Oliver Otto Rinn;oliverottorinn;None;BB;BVDK;21.09.2014;None;M;42;;115;
David Thomas Klaum;davidthomasklaum;None;HE;BVDK;29.10.2016;None;M;16;;125;
Horst Bauer;horstbauer;None;BY;BVDK;14.07.2018;None;M;60;;110;
Switlana Medinkov;switlanamedinkov;None;None;GPU;23.08.2022;Deutschland;W;49;;67.5;
Anton Weißenfeld;antonweissenfeld;None;None;BVDK;05.11.2021;None;M;19;;125;
Siegfried Eggl;siegfriedeggl;None;BY;BVDK;02.03.2013;None;M;71;;115;
Klaus Müller;klausmuller;None;HE;BVDK;28.10.2017;None;M;55;;115;
Burkhardt Krohn;burkhardtkrohn;None;None;GRAWA;10.09.2011;None;M;;102.5;;
Arthur Ahle;arthurahle;None;BY;BVDK;02.03.2013;Deutschland;M;71;;110;
Hans-Werner Kössl;hanswernerkossl;None;None;BVDK;17.11.2018;None;M;71;;115;
Lukas Marsfelde;lukasmarsfelde;None;HE;BVDK;15.06.2019;None;M;21;;115;
Matthias Feldmeyer;matthiasfeldmeyer;None;BY;BVDK;02.03.2013;None;M;29;;100;
Paul Kogg;paulkogg;None;None;UPC-Germany;01.03.2017;None;M;;;120;
Martin Bader;martinbader;None;BY;BVDK;05.11.2016;None;M;42;;125;
Sarah Zihms;sarahzihms;None;None;Germany-UA;09.12.2006;None;W;17;;77.5;
Stefan Weilmünster;stefanweilmunster;None;None;BVDK;09.11.2019;None;M;51;;115;
Andreas Vigh;andreasvigh;None;None;UPC-Germany;31.03.2016;None;M;;;105;
Simon Bils;simonbils;None;HE;BVDK;07.08.2021;None;M;;;125;
Thorsten Kemper;thorstenkemper;None;None;GRAWA;18.03.2007;None;M;18;;117.5;
Franz Bunge;franzbunge;None;BB;BVDK;13.08.2019;None;M;;;115;
Justin Eulitz;justineulitz;None;None;BVDK;05.11.2021;None;M;18;;112.5;
Cindy Kruschel;cindykruschel;None;BY;BVDK;05.11.2016;None;W;37;;65;
Stephan van Wichelen;stephanvanwichelen;None;None;GRAWA;07.06.2009;None;M;;;110;
Finn Müller;finnmuller;None;None;GPU;01.02.2020;Deutschland;M;16;;;100
Rafail Karanikolas;rafailkaranikolas;None;None;BVDK;06.10.2018;Deutschland;M;22;;110;
Ernst Nasgowitz;ernstnasgowitz;None;None;IPF;14.12.1991;Deutschland;M;58;;120;
Karin Behrends;karinbehrends;None;IL;WUAP;17.10.2019;Deutschland;W;55;;77.5;
Lahl Türksever;lahlturksever;None;None;PAGermany;01.05.2015;None;W;;;;95
Carsten Schaad;carstenschaad;None;None;Germany-UA;01.12.2009;None;M;;;97.5;
Andreas Rüff;andreasruff;None;None;BVDG;22.11.1983;None;M;25;;85;
Nico Winkler;nicowinkler;None;None;GDFPF;10.03.2018;None;M;21;;110;
Annemarie Hampp;annemariehampp;None;None;BVDG;14.12.1985;None;W;25;;70;
Jens Schlottman;jensschlottman;None;MV;BVDK;13.04.2019;None;M;45;;100;
Karl-Heinz Wendel;karlheinzwendel;None;None;GRAWA;07.12.2008;None;M;;;125;
Mirco Bonemann;mircobonemann;None;NRW;BVDK;25.05.2013;None;M;;;95;
Jürgen Schewitza;jurgenschewitza;None;None;WUAP;15.10.2018;Deutschland;M;55;;117.5;
Justin Wiban;justinwiban;None;None;BVDK;05.11.2021;None;M;19;;120;
Daniela Adamkewics;danielaadamkewics;None;None;UPC-Germany;31.03.2016;None;W;;;62.5;
Berhard Schmid;berhardschmid;None;None;WUAP;17.10.2017;Deutschland;M;53;;105;
Tatjana Veremenko;tatjanaveremenko;None;None;WPF;13.06.2014;Deutschland;W;50;;75;
Bernhard Schmid;bernhardschmid;None;None;WUAP;15.10.2018;Deutschland;M;55;;100;
Georg Kern;georgkern;None;None;BVDG;22.10.1983;None;M;;;105;
Lahe Türksever;laheturksever;None;None;PAGermany;30.04.2016;Deutschland;M;;;;115
Juri Nechyporenko;jurinechyporenko;None;BB;BVDK;14.08.2018;None;M;;;117.5;
Arnold Müller;arnoldmuller;None;None;PAGermany;01.05.2015;None;M;20;;107.5;
Klaus Dieter Disse-Stebner;klausdieterdissestebner;None;NRW;BVDK;11.10.2014;None;M;60;;122.5;
Heiner Schildbch;heinerschildbch;None;None;GRAWA;12.03.2016;None;M;;;117.5;
Melissa Geimer;melissageimer;None;None;GRAWA;30.07.2011;None;W;;;70;
Oliver Meske;olivermeske;None;None;GRAWA;02.03.2008;None;M;;;115;
Mieczyslaw Marzka;mieczyslawmarzka;None;None;GPC;26.05.2018;Deutschland;M;63;;107.5;
Karl-Heinz Moos;karlheinzmoos;None;HE;BVDK;29.10.2016;None;M;56;;120;
Alexis Nidenz;alexisnidenz;None;NRW;BVDK;09.04.2022;None;M;17;;110;
Ronny Reiche;ronnyreiche;None;None;PAGermany;01.05.2015;None;M;32;;105;
Nico Carstens;nicocarstens;None;MV;UPC-Germany;10.03.2019;None;M;18;;92.5;
Marc Pyplatz;marcpyplatz;None;None;GRAWA;14.09.2008;None;M;18;;120;
Jaroslaw Wowk;jaroslawwowk;None;BB;BVDK;15.09.2012;None;M;28;;110;
Anja Gresens;anjagresens;None;None;GRAWA;01.01.2013;None;W;;;70;
