name;openpl;instagram;Bundesland;Verband;Datum;Ort;Geschlecht;Alter;Squat;Bench;deadlift
Thorsten Bohnenberger;thorstenbohnenberger;None;SN;UPC-Germany;08.03.2018;Germany;M;22;496;374.8;507
Mohammad Bagheri;mohammadbagheri;None;None;IPL;18.10.2019;Germany;M;40;562.1;330.7;562.1
Pirov Rustam;pirovrustam;None;NRW;BVDK;27.08.2016;Germany;M;29;485;385.8;556.6
Sebastian Gronschel;sebastiangronschel;None;BB;BVDK;12.09.2015;Germany;M;22;418.8;330.7;529.1
Maximilian Weigandt;maximilianweigandt;None;NI;BVDK;16.11.2019;None;M;18;440.9;331.8;496
Sebastian Kienast;sebastiankienast;None;MV;BVDK;21.09.2018;Germany;M;36;440.9;253.5;490.5
Tobias Merten;tobiasmerten;None;None;BVDK;29.09.2021;None;M;29;485;330.7;584.2
Eray Keremoglu;eraykeremoglu;None;None;Germany-UA;01.12.2009;None;M;0;440.9;275.5;496
Michelangelo Marasco;michelangelomarasco;None;SH;UPC-Germany;20.10.2018;None;M;0;369.2;253.5;446.4
Bastian-Philipp Blau;bastianphilippblau;None;BY;BVDK;16.03.2019;None;M;22;479.5;292.1;496
Udo Bauer;udobauer;None;None;IPF;05.06.2015;Germany;M;49;391.3;225.9;564.3
Sebastian Füser;sebastianfuser;None;None;WDFPF;25.10.2019;Germany;M;20;440.9;330.7;562.1
Andre Orlowski;andreorlowski;None;NRW;BVDK;25.04.2015;None;M;24;418.8;286.6;551.1
Maik Wantoch;maikwantoch;None;None;BVDK;29.09.2021;None;M;28;418.8;275.5;573.2
Alexander Kronmüller;alexanderkronmuller;None;None;BVDK;19.01.2019;None;M;21;418.8;319.6;562.1
Adrian Peist;adrianpeist;adrian_peist;None;BVDK;29.09.2021;None;M;26;567.7;363.7;611.7
B. Sieloff;bsieloff;None;None;Germany-UA;01.01.1977;None;M;0;0;0;0
Willi Mertz;willimertz;None;NRW;BVDK;25.04.2015;None;M;26;429.9;319.6;507
Robin Schmeing;robinschmeing;None;NRW;BVDK;09.10.2021;None;M;26;462.9;297.6;507
Steffen Lukas;steffenlukas;None;None;PAGermany;28.04.2017;Germany;M;25;451.9;297.6;573.2
Corneilius-Bruno Lehnart;corneiliusbrunolehnart;None;None;EPF;12.03.2017;Germany;M;22;418.8;264.5;496
Tony Reimringer;tonyreimringer;None;BY;BVDK;14.12.2019;None;M;23;490.5;363.7;562.1
Luzie Grunemann;luziegrunemann;None;None;BVDK;21.08.2022;None;F;23;319.6;165.3;347.2
Jannis Münch;jannismunch;None;HE;BVDK;15.08.2020;Germany;M;22;440.9;253.5;490.5
Johannes Becker;johannesbecker;None;None;BVDK;21.07.2019;Germany;M;23;518.1;319.6;573.2
Roberto Cvijetić;robertocvijetic;None;NRW;WPC-Germany;04.09.2020;None;M;20;496;314.1;606.2
Thomas Markewitz;thomasmarkewitz;None;None;BVDK;29.08.2021;Germany;M;47;556.6;314.1;534.6
Pepe Silvano;pepesilvano;None;None;Germany-UA;15.12.2012;None;M;23;396.8;330.7;551.1
Michele Anaid Cevallos Valverde;micheleanaidcevallosvalverde;None;BB;BVDK;23.06.2018;Germany;F;35;242.5;154.3;319.6
Jonas Peters;jonaspeters;None;NRW;BVDK;10.10.2021;None;M;19;523.6;303.1;523.6
Jan-Andre Rosenkranz;janandrerosenkranz;None;BY;BVDK;12.05.2018;Germany;M;24;440.9;314.1;540.1
Johanna Hübenthal;johannahubenthal;jojohuebii;BY;BVDK;20.10.2018;Germany;F;21;330.7;181.8;418.8
M. Offergeld;moffergeld;None;None;Germany-UA;17.12.2011;None;M;0;485;352.7;518.1
Jannes Beyer;jannesbeyer;None;NI;BVDK;16.11.2019;None;M;22;468.4;303.1;551.1
Michael Eschle;michaeleschle;None;None;Germany-UA;17.12.2011;Germany;M;36;468.4;341.7;567.7
Helena Humphries;helenahumphries;helena.strong;MV;BVDK;21.09.2018;None;F;25;292.1;143.3;363.7
Torsten Pfeiffer;torstenpfeiffer;None;BB;BVDK;12.09.2015;Germany;M;51;562.1;281.1;639.3
René Fiedler;renefiedler;None;ST;BVDK;17.10.2020;Germany;M;37;507;451.9;595.2
Simon Nagel;simonnagel;None;BY;BVDK;14.05.2022;None;M;18;440.9;264.5;529.1
Peter Knuth;peterknuth;None;None;Germany-UA;17.12.2011;None;M;27;407.8;341.7;540.1
Pascal Tripp;pascaltripp;None;HE;BVDK;20.05.2022;Germany;M;28;474;308.6;622.8
Maximilian Riehl;maximilianriehl;None;None;BVDK;28.04.2019;None;M;23;446.4;363.7;606.2
Lucas Lehn;lucaslehn;None;NRW;BVDK;24.06.2022;None;M;25;451.9;292.1;507
Max Lochschmidt;maxlochschmidt;max.lochschmidt_powerlifter;None;Germany-UA;01.12.2008;Germany;M;0;440.9;297.6;507
Frank Kutzsch;frankkutzsch;None;None;WUAP;14.11.2014;Germany;M;58;440.9;365.9;551.1
Max Schlote;maxschlote;None;HE;BVDK;17.08.2019;None;M;26;468.4;303.1;573.2
Dominik Kuss;dominikkuss;None;BW;BVDK;22.09.2019;None;M;26;540.1;330.7;595.2
Ralf-Tobias Lustig;ralftobiaslustig;None;ST;BVDK;10.10.2015;Germany;M;40;518.1;385.8;562.1
Viktor Wegner;viktorwegner;None;None;BVDK;30.06.2018;Germany;M;36;485;286.6;551.1
Christian Lamper;christianlamper;None;BY;BVDK;20.10.2018;None;M;23;540.1;363.7;573.2
Stefan Voigt;stefanvoigt;None;None;BVDK;28.04.2019;None;M;0;451.9;330.7;551.1
Fabian Urban;fabianurban;None;None;BVDK;29.09.2021;Germany;M;32;468.4;314.1;551.1
Lisa Hanke;lisahanke;None;HE;BVDK;20.05.2022;None;F;21;286.6;154.3;297.6
Raphael Ries;raphaelries;None;HE;Germany-UA;14.12.2019;None;M;27;440.9;341.7;540.1
Clemens Funk;clemensfunk;None;None;GPU;01.02.2020;Germany;M;23;529.1;297.6;562.1
Daniel Wettlaufer;danielwettlaufer;None;HE;BVDK;20.05.2022;Germany;M;26;474;347.2;595.2
Cedric Dennelöhr;cedricdennelohr;None;SN;BVDK;29.04.2017;None;M;27;429.9;308.6;529.1
Bennit Fahl;bennitfahl;None;NI;BVDK;16.11.2019;Germany;M;20;457.4;330.7;551.1
Malik Becker;malikbecker;None;NRW;BVDK;26.09.2020;None;M;19;628.3;385.8;529.1
Daniel Arzt;danielarzt;None;BY;BVDK;23.10.2021;None;M;0;451.9;341.7;573.2
Florian Zahn;florianzahn;None;HE;BVDK;17.08.2019;Germany;M;23;496;336.2;573.2
Timo Ginsberg;timoginsberg;None;None;PAGermany;28.04.2017;Germany;M;30;396.8;286.6;507
Markus Messmer;markusmessmer;None;BW;BVDK;18.12.2021;None;M;22;429.9;281.1;457.4
Beatrix Meisner;beatrixmeisner;None;None;BVDK;21.08.2022;None;F;0;330.7;176.3;402.3
Omar Assaf;omarassaf;None;HE;BVDK;15.08.2020;Germany;M;27;457.4;330.7;545.6
Ashley Barker;ashleybarker;None;NRW;Germany-UA;04.10.2019;None;F;28;325.1;165.3;374.8
Mike Tissen;miketissen;None;None;GPU;02.05.2022;Germany;M;24;551.1;341.7;617.3
Marvin Jahn;marvinjahn;None;RP;BVDK;12.10.2019;Germany;M;20;534.6;336.2;529.1
Mike Jakusch;mikejakusch;None;HE;BVDK;20.05.2022;None;M;25;440.9;391.3;507
Alexander Pfaff;alexanderpfaff;None;NRW;BVDK;15.07.2022;None;M;43;451.9;319.6;540.1
Fabian Streuer;fabianstreuer;None;BY;GDFPF;07.09.2019;Germany;M;34;462.9;330.7;578.7
Sven Stecklina;svenstecklina;None;BB;BVDK;19.09.2014;Germany;M;39;496;396.8;512.5
Michael van Ness;michaelvanness;None;SN;UPC-Germany;08.03.2018;None;M;0;496;308.6;617.3
Dominik Braun;dominikbraun;None;None;GPU;01.02.2020;Germany;M;24;418.8;308.6;496
Yannick Herling;yannickherling;None;None;BVDK;10.04.2022;Germany;M;20;418.8;220.4;518.1
Michel Wolff;michelwolff;None;None;GPU;01.02.2020;Germany;M;27;518.1;341.7;584.2
Maximilian Kucher;maximiliankucher;None;None;BVDK;21.08.2022;None;M;26;562.1;352.7;562.1
Niklas Hannemann;niklashannemann;None;BW;BVDK;22.09.2019;None;M;0;496;330.7;584.2
Marie Hauschild;mariehauschild;marie.hauschild;None;BVDK;21.07.2019;Germany;F;24;352.7;181.8;314.1
Nicole Albrecht;nicolealbrecht;None;NRW;BVDK;01.06.2019;Germany;F;26;308.6;170.8;363.7
Desiree Millmann;desireemillmann;None;HE;BVDK;20.05.2022;Germany;F;30;303.1;176.3;336.2
Rudolf Küster;rudolfkuster;None;None;Germany-UA;01.12.2008;None;M;53;595.2;253.5;661.4
Marko Bittel;markobittel;None;None;GPU;02.05.2022;Germany;M;20;501.5;363.7;617.3
Silas Kracht;silaskracht;None;None;BVDK;30.09.2017;None;M;18;418.8;286.6;529.1
Julian Schnurr;julianschnurr;None;BW;BVDK;09.09.2018;Germany;M;23;451.9;308.6;479.5
Christian Klöble;christiankloble;None;BW;BVDK;22.09.2019;None;M;31;507;352.7;584.2
Ralf Daubner;ralfdaubner;None;None;Germany-UA;01.12.2009;None;M;32;529.1;374.8;518.1
Fabian Kapfer;fabiankapfer;None;None;BVDK;29.09.2021;None;M;30;457.4;292.1;507
Marius Wittpoth;mariuswittpoth;None;None;GPU;03.05.2014;None;M;23;462.9;319.6;551.1
Bernhard Kotzot;bernhardkotzot;None;HE;BVDK;12.05.2018;Germany;M;49;474;319.6;512.5
Ahmet Apari;ahmetapari;None;BY;BVDK;16.03.2019;Germany;M;20;551.1;358.2;573.2
Lennard Fiedel;lennardfiedel;None;None;BVDK;21.08.2022;None;M;25;474;297.6;556.6
Jonas Fleck;jonasfleck;None;BY;BVDK;16.03.2019;Germany;M;21;485;330.7;507
Lukas Benedikt Marten;lukasbenediktmarten;None;NI;BVDK;16.11.2019;None;M;22;462.9;369.2;501.5
Matthias Weinand;matthiasweinand;None;NRW;Germany-UA;04.10.2019;Germany;M;28;551.1;341.7;507
Jan Eric Leitz;janericleitz;None;None;GDFPF;16.10.2021;None;M;35;512.5;308.6;595.2
Artur Kantarev;arturkantarev;None;None;BVDK;29.03.2019;Germany;M;24;518.1;341.7;551.1
Maximilian Rabe;maximilianrabe;None;None;BVDK;21.08.2022;None;M;0;407.8;264.5;490.5
Yannik Russok;yannikrussok;None;BY;BVDK;20.10.2018;None;M;22;529.1;325.1;622.8
Eren Demirtas;erendemirtas;None;NRW;BVDK;24.06.2022;None;M;22;485;358.2;496
Johannes Leutgeb;johannesleutgeb;None;BY;BVDK;14.05.2022;None;M;25;507;347.2;573.2
Patrick Rädle;patrickradle;None;None;BVDK;05.03.2022;None;M;24;396.8;292.1;551.1
Marco Binder;marcobinder;None;None;BVDK;21.08.2022;Germany;M;27;457.4;352.7;518.1
Fiona Feuerer;fionafeuerer;flummy98;BY;BVDK;06.10.2018;Germany;F;19;253.5;220.4;308.6
Philipp Ndeiy;philippndeiy;None;None;Germany-UA;19.12.2015;None;M;23;474;358.2;551.1
Bianca Voitek;biancavoitek;None;None;GPC;06.06.2016;Germany;F;30;275.5;192.9;297.6
Dmytro Khodyryev;dmytrokhodyryev;None;None;WPF;10.11.2017;Germany;M;27;507;407.8;529.1
Anna Jonasch;annajonasch;None;None;BVDK;12.10.2017;None;F;29;330.7;143.3;374.8
Omer Ramovic;omerramovic;None;HE;Germany-UA;14.04.2019;None;M;26;485;319.6;595.2
Sebastian Heger;sebastianheger;None;BY;BVDK;03.08.2019;Germany;M;26;507;303.1;507
Max Quinque;maxquinque;None;None;BVDK;28.04.2019;None;M;26;429.9;292.1;534.6
Christoph Splisteser;christophsplisteser;None;SN;UPC-Germany;08.03.2018;None;M;20;507;325.1;584.2
Pascal Thier;pascalthier;None;MV;BVDK;21.09.2018;Germany;M;26;529.1;341.7;606.2
Alexander Jung;alexanderjung;None;HH;Germany-UA;01.09.2017;None;M;36;551.1;253.5;606.2
Matthias Kuschelmeister;matthiaskuschelmeister;None;HE;Germany-UA;14.04.2019;None;M;29;474;363.7;573.2
Max Haas;maxhaas;None;BY;BVDK;16.03.2019;None;M;19;418.8;286.6;462.9
Uwe Hering;uwehering;None;BB;BVDK;16.09.2016;Germany;M;52;440.9;374.8;530.2
Marc Kewitz;marckewitz;None;BE;Germany-UA;05.10.2015;Germany;M;25;474;330.7;584.2
Tino Kindling;tinokindling;None;None;WUAP-Germany;04.09.2021;Germany;M;42;468.4;341.7;606.2
Nils Johannsen;nilsjohannsen;None;NI;BVDK;16.11.2019;None;M;32;429.9;286.6;451.9
Sandra Beyer;sandrabeyer;bey_sandra;None;BVDK;29.03.2019;Germany;F;30;319.6;181.8;369.2
Helena Schmidt;helenaschmidt;None;None;BVDK;29.09.2021;Germany;F;24;225.9;154.3;292.1
Paul Moujaes;paulmoujaes;None;NRW;BVDK;24.06.2022;None;M;25;518.1;341.7;529.1
Daniel Reim;danielreim;None;NRW;Germany-UA;04.10.2019;None;M;0;462.9;314.1;529.1
Thomas Schwarz;thomasschwarz;ts_pl;BW;BVDK;22.09.2019;None;M;0;490.5;292.1;540.1
Enis Kazic;eniskazic;None;BY;BVDK;16.03.2019;None;M;17;531.3;361.5;573.2
Tamara Meyer;tamarameyer;None;None;Germany-UA;15.12.2012;None;F;30;319.6;154.3;341.7
Maximilian Meyse;maximilianmeyse;None;NRW;Germany-UA;04.10.2019;None;M;0;451.9;358.2;490.5
Vitor Kieling;vitorkieling;None;BY;BVDK;27.10.2018;Germany;M;27;374.8;374.8;474
Chucky-Lee Knappmann;chuckyleeknappmann;None;NI;BVDK;16.11.2019;None;M;20;468.4;314.1;534.6
Simon Keil;simonkeil;None;NRW;BVDK;15.07.2022;None;M;40;413.3;253.5;496
Marvin Rippe;marvinrippe;None;None;Germany-UA;15.12.2012;Germany;M;22;468.4;325.1;606.2
Florian Heissler;florianheissler;None;BY;BVDK;29.04.2017;Germany;M;22;507;352.7;540.1
Steffen Radeck;steffenradeck;None;None;BVDK;30.10.2021;Germany;M;46;562.1;341.7;595.2
Eric Logall;ericlogall;None;BB;BVDK;15.06.2019;None;M;21;474;314.1;589.7
Robert Göpfert;robertgopfert;None;BY;BVDK;16.03.2019;None;M;22;418.8;259;485
Tom Weltzer;tomweltzer;None;None;BVDK;11.05.2019;Germany;M;20;507;336.2;556.6
Sven Mitländer;svenmitlander;sven_mitlaender;None;BVDK;21.08.2022;None;M;26;479.5;308.6;534.6
Constantin Thase;constantinthase;None;NRW;BVDK;09.12.2018;Germany;M;22;474;297.6;551.1
Jochen Stöver;jochenstover;None;BB;BVDK;15.09.2012;Germany;M;47;440.9;303.1;551.1
Nico Dünkel;nicodunkel;None;TH;BVDK;24.08.2019;None;M;38;496;352.7;556.6
Tobias Formowitz;tobiasformowitz;None;NRW;BVDK;01.12.2019;None;M;30;551.1;407.8;584.2
Marcel Franzen;marcelfranzen;None;None;BVDK;21.08.2022;None;M;26;507;319.6;573.2
Tobias Purrer;tobiaspurrer;None;BY;BVDK;23.10.2021;None;M;0;462.9;308.6;551.1
Silas Storbeck;silasstorbeck;None;TH;BVDK;24.08.2019;None;M;39;440.9;314.1;507
André Magold;andremagold;None;None;WDFPF;27.11.2021;Germany;M;34;534.6;374.8;551.1
Sandra Bradley;sandrabradley;None;None;GDFPF;05.04.2015;None;F;26;308.6;176.3;396.8
Hamdy Khalifa;hamdykhalifa;None;None;BVDK;19.09.2021;Germany;M;22;518.1;347.2;606.2
Tristan Hansen;tristanhansen;None;BY;BVDK;12.05.2018;Germany;M;27;507;297.6;551.1
Julian Groth;juliangroth;None;None;GDFPF;05.04.2015;None;M;27;529.1;352.7;661.4
Uwe Haase;uwehaase;None;None;UPC-Germany;31.03.2016;Germany;M;51;496;385.8;485
Fabian Wolf;fabianwolf;None;None;BVDK;21.08.2022;None;M;34;440.9;259;534.6
Fabian Lindenberg;fabianlindenberg;None;BE;Germany-UA;05.10.2015;None;M;0;462.9;396.8;628.3
Sebastian Knopp;sebastianknopp;None;None;GPU;01.01.2018;None;M;28;396.8;275.5;485
Lars Görg-Nöldner;larsgorgnoldner;None;None;IPL;18.10.2019;Germany;M;36;474;308.6;518.1
Frederic Maurice Klapdor;fredericmauriceklapdor;None;NRW;BVDK;01.06.2019;None;M;23;462.9;319.6;529.1
Martin Fischer;martinfischer;None;BB;BVDK;03.09.2011;Germany;M;45;507;352.7;584.2
Benjamin Wennmacher;benjaminwennmacher;None;None;Germany-UA;15.12.2012;None;M;24;474;385.8;573.2
Julian Korbel;juliankorbel;None;None;WDFPF;27.04.2013;Germany;M;28;440.9;319.6;529.1
Stefanie Jakob;stefaniejakob;_.barbella._;BY;BVDK;14.05.2022;None;F;45;286.6;199.5;385.8
Thomas Beetz;thomasbeetz;None;HE;Germany-UA;15.12.2018;None;M;27;468.4;314.1;507
Robert Zühlke;robertzuhlke;None;None;GDFPF;16.10.2021;None;M;37;462.9;385.8;562.1
Steffen Kalz;steffenkalz;None;NRW;BVDK;05.05.2018;Germany;M;22;479.5;292.1;474
Marc Drossel;marcdrossel;None;HE;BVDK;17.08.2019;None;M;27;496;303.1;595.2
Sven Tröndle;sventrondle;None;BW;BVDK;18.12.2021;None;M;27;485;297.6;540.1
Daniela Falck;danielafalck;None;None;EPF;09.03.2020;Germany;F;44;270;159.8;352.7
Moritz Schlüter;moritzschluter;None;None;GPU;02.05.2022;Germany;M;25;512.5;286.6;600.7
Martin Nold;martinnold;None;BY;BVDK;26.10.2019;Germany;M;31;496;319.6;562.1
Markus Jeßberger;markusjessberger;None;None;BVDK;21.08.2022;None;M;27;518.1;292.1;512.5
Annika Mantel;annikamantel;anni.mntl;None;BVDK;21.08.2022;None;F;29;253.5;159.8;308.6
Marc James;marcjames;None;None;BVDK;30.04.2021;None;M;27;501.5;352.7;518.1
Markus Stolorz;markusstolorz;None;HE;BVDK;29.04.2017;Germany;M;24;479.5;347.2;562.1
Myrco Griesch;myrcogriesch;None;BB;BVDK;12.09.2015;Germany;M;34;374.8;281.1;462.9
Andreas Berlet;andreasberlet;None;None;Germany-UA;19.12.2015;None;M;21;474;308.6;462.9
Ralf Bog;ralfbog;None;TH;BVDK;24.08.2019;None;M;27;595.2;474;551.1
Eva Maria Butzen;evamariabutzen;None;NRW;Germany-UA;04.10.2019;None;F;0;319.6;198.4;385.8
Sven Sester;svensester;None;None;BVDK;10.04.2022;Germany;M;16;468.4;275.5;507
Oliver Greve;olivergreve;None;None;BVDK;30.10.2021;None;M;26;490.5;275.5;551.1
Melvin Kaptan;melvinkaptan;None;NI;BVDK;16.11.2019;None;M;19;462.9;303.1;556.6
Pascal Esterl;pascalesterl;None;None;BVDK;12.10.2017;Germany;M;26;424.4;275.5;451.9
Jasper Ottenbacher;jasperottenbacher;None;None;BVDK;29.09.2021;Germany;M;26;429.9;270;451.9
Valérie von Gleichen;valerievongleichen;84kgzucker;None;BVDK;21.07.2019;Germany;F;26;341.7;176.3;396.8
Marcus Rill;marcusrill;None;None;BVDK;21.08.2022;None;M;27;501.5;308.6;562.1
Maximilian Kotek;maximiliankotek;None;None;WDFPF;25.10.2019;Germany;M;24;440.9;352.7;617.3
Yannik Menzen;yannikmenzen;None;NRW;BVDK;26.09.2020;None;M;19;474;319.6;518.1
Maik Klingert;maikklingert;None;NRW;BVDK;15.07.2022;Germany;M;43;429.9;270;518.1
Jakob Mannherz;jakobmannherz;None;None;GDFPF;23.05.2010;Germany;M;25;440.9;308.6;595.2
Nico Vohsen;nicovohsen;None;None;IPL;18.10.2019;Germany;M;22;490.5;325.1;545.6
Ben Breamer;benbreamer;None;NRW;BVDK;09.10.2021;None;M;17;512.5;319.6;562.1
Philipp Hässig;philipphassig;None;HE;BVDK;17.08.2019;Germany;M;21;442;297.6;501.5
Axel Hüter;axelhuter;None;None;Germany-UA;15.12.2012;Germany;M;41;474;358.2;512.5
Paul Ehrlich;paulehrlich;None;TH;BVDK;24.08.2019;None;M;39;424.4;358.2;529.1
Sebastian Franke;sebastianfranke;None;BY;GDFPF;13.10.2018;None;M;29;485;330.7;584.2
Alex Kontschev;alexkontschev;None;NRW;BVDK;15.07.2022;None;M;41;474;325.1;523.6
Mohammad Alfil;mohammadalfil;None;BB;BVDK;15.06.2019;None;M;22;584.2;369.2;496
Marvin Krüger;marvinkruger;None;HE;BVDK;20.05.2022;Germany;M;30;529.1;352.7;573.2
Ismael Al-kayed;ismaelalkayed;None;None;BVDK;21.08.2022;None;M;0;462.9;275.5;567.7
Christopher Scheier;christopherscheier;None;None;GDFPF;05.04.2015;None;M;25;413.3;308.6;529.1
Michel Ehrlicher;michelehrlicher;None;BB;BVDK;12.09.2015;Germany;M;30;407.8;231.5;507
Nadiem El-Sayed;nadiemelsayed;None;BB;BVDK;16.09.2016;Germany;M;20;413.3;270;479.5
Sabine Schächter;sabineschachter;None;NRW;BVDK;24.06.2022;None;F;36;388;187.4;440.9
Jonas Maier;jonasmaier;jj_theliftingbutcher;None;KDKS;29.08.2021;Germany;M;27;573.2;374.8;628.3
Birgit Moerke;birgitmoerke;None;BY;BVDK;23.10.2021;None;F;42;275.5;165.3;407.8
Uzair Malik;uzairmalik;None;BE;Germany-UA;05.10.2015;None;M;0;391.3;292.1;474
Cathrin Mirabile;cathrinmirabile;kaethe.mirabell;BW;BVDK;22.09.2019;None;F;29;275.5;154.3;336.2
Steven Hartmann;stevenhartmann;None;ST;BVDK;02.11.2019;None;M;20;407.8;286.6;485
Tobias Unger;tobiasunger;None;BY;BVDK;11.06.2016;Germany;M;27;501.5;319.6;551.1
Sascha Döhrmann;saschadohrmann;None;BY;BVDK;26.10.2019;Germany;M;30;496;352.7;540.1
Paul Theurer;paultheurer;None;BB;BVDK;15.06.2019;None;M;20;507;303.1;573.2
Marcus Siegmund;marcussiegmund;None;TH;BVDK;08.09.2018;None;M;25;418.8;253.5;462.9
Tim Schweers;timschweers;None;MV;UPC-Germany;10.03.2019;Germany;M;24;462.9;341.7;529.1
Vincent Schmidtke;vincentschmidtke;None;HE;BVDK;20.05.2022;Germany;M;26;485;292.1;606.2
Michael Goeck;michaelgoeck;None;FL;WPC;10.11.2014;Germany;M;46;485;374.8;529.1
Peter Dorn;peterdorn;None;BY;BVDK;14.12.2019;Germany;M;32;396.8;270;490.5
René Schertel;reneschertel;None;BY;BVDK;23.10.2021;None;M;27;501.5;402.3;529.1
Lena Fuisting;lenafuisting;None;None;BVDK;29.09.2021;None;F;24;275.5;132.2;369.2
Leonard Köbel;leonardkobel;None;HE;BVDK;20.05.2022;None;M;21;451.9;264.5;584.2
Tobias Ommer;tobiasommer;hellscream_powerlifting;None;UPC-Germany;27.03.2015;Germany;M;0;429.9;253.5;490.5
Daniel Eckert;danieleckert;None;None;WUAP-Germany;04.09.2021;Germany;M;31;440.9;374.8;474
Rico Selinger;ricoselinger;None;ST;BVDK;02.11.2019;None;M;28;496;408.9;507
Tim Greis;timgreis;None;NRW;BVDK;26.09.2020;None;M;20;418.8;281.1;540.1
Jasmin Treimer;jasmintreimer;None;NRW;BVDK;15.07.2022;Germany;F;45;242.5;132.2;352.7
Marco Fuchs;marcofuchs;None;BY;BVDK;14.05.2022;None;M;28;490.5;292.1;518.1
Sven Robin Franke;svenrobinfranke;None;NRW;BVDK;24.06.2022;None;M;27;424.4;292.1;507
Pierre Schlüter;pierreschluter;None;NRW;Germany-UA;09.11.2018;Germany;M;28;507;297.6;584.2
Moritz Schreiber;moritzschreiber;None;BY;BVDK;20.10.2018;None;M;21;385.8;214.9;529.1
Moritz Bamberger;moritzbamberger;None;HE;BVDK;15.08.2020;Germany;M;28;424.4;248;562.1
Paul Günther;paulgunther;None;BB;BVDK;16.09.2016;Germany;M;20;485;358.2;556.6
Illia Shokotko;illiashokotko;None;None;BVDK;12.10.2017;Germany;M;26;529.1;352.7;496
Florian Theisen;floriantheisen;None;None;GDFPF;05.04.2015;None;M;22;485;264.5;529.1
Dominik Haider;dominikhaider;None;BY;BVDK;26.10.2019;None;M;17;496;281.1;529.1
Marc Heese;marcheese;None;NI;BVDK;01.06.2019;None;M;27;496;308.6;584.2
Hendrik Fischer;hendrikfischer;None;NI;BVDK;16.11.2019;None;M;19;462.9;231.5;529.1
Felix Droese;felixdroese;None;None;BVDK;19.09.2021;None;M;21;468.4;253.5;584.2
Dimitry Sidorov;dimitrysidorov;None;NRW;BVDK;05.05.2018;Germany;M;24;451.9;292.1;485
Andreas Kästner;andreaskastner1;None;BB;BVDK;19.09.2014;None;M;30;429.9;319.6;468.4
Julian Schramm;julianschramm;None;None;UPC-Germany;01.03.2017;Germany;M;29;451.9;303.1;479.5
David Schabany;davidschabany;None;None;BVDK;30.09.2017;None;M;20;391.3;259;479.5
Dr. Brita Fritsch;drbritafritsch;None;None;BVDK;29.08.2021;None;F;47;308.6;143.3;363.7
Markus Eberl;markuseberl;None;None;GDFPF;26.03.2016;Germany;M;33;440.9;336.2;512.5
Nick Baumann;nickbaumann;None;NRW;BVDK;24.06.2022;None;M;24;485;330.7;534.6
Moritz Johnen;moritzjohnen;None;NRW;BVDK;16.04.2016;Germany;M;19;457.4;297.6;462.9
Torben Gnajda;torbengnajda;None;NRW;BVDK;29.08.2015;None;M;24;529.1;374.8;540.1
Ewgeni Derzapf;ewgeniderzapf;None;None;Germany-UA;17.12.2011;None;M;0;474;308.6;496
Dale Kientopf;dalekientopf;None;NI;BVDK;16.11.2019;None;M;22;501.5;330.7;540.1
Matthias Metz;matthiasmetz;None;BY;BVDK;26.10.2019;None;M;33;485;297.6;518.1
Michael Guggenberger;michaelguggenberger;michaelgbr;BY;BVDK;14.05.2022;None;M;30;468.4;319.6;534.6
Thomas Korell;thomaskorell;None;ST;BVDK;17.10.2020;Germany;M;36;474;325.1;485
Nicolas Parisot;nicolasparisot;None;BY;BVDK;23.10.2021;None;M;0;440.9;297.6;551.1
Tom Koerner;tomkoerner;None;None;WDFPF;14.11.2010;Germany;M;22;352.7;253.5;518.1
Maximilian Vaintroub;maximilianvaintroub;None;BW;BVDK;22.09.2019;Germany;M;17;380.3;244.7;424.4
Jörg Kasparek;jorgkasparek;None;None;BVDK;29.03.2019;Germany;M;50;451.9;330.7;518.1
Leon Wolff;leonwolff;None;HE;Germany-UA;16.12.2017;None;M;22;418.8;270;551.1
Konrad Dedy;konraddedy;None;None;UPC-Germany;27.03.2015;None;M;0;551.1;358.2;485
Dirk Englert;dirkenglert;None;HE;Germany-UA;15.12.2018;None;M;25;440.9;292.1;507
Lea Schwanenberg;leaschwanenberg;None;NRW;BVDK;24.06.2022;None;F;24;253.5;165.3;424.4
Anthony Brösel;anthonybrosel;None;BY;BVDK;27.07.2019;None;M;25;551.1;363.7;556.6
Oliver Plaß;oliverplass;None;BY;BVDK;26.10.2019;Germany;M;20;418.8;275.5;440.9
Jack Zwinzscher;jackzwinzscher;None;BY;GDFPF;13.10.2018;None;M;32;418.8;330.7;529.1
Dirk Schumann;dirkschumann;None;None;UPC-Germany;31.03.2016;Germany;M;0;474;264.5;595.2
Bronsch Ricardo;bronschricardo;None;HH;Germany-UA;01.09.2017;None;M;0;462.9;341.7;595.2
Leopold Andreas Seidl;leopoldandreasseidl;None;BY;BVDK;23.10.2021;None;M;0;451.9;325.1;529.1
Marius Bosch;mariusbosch;None;None;BVDK;10.04.2022;Germany;M;20;435.4;275.5;440.9
Muhammed Ercetin;muhammedercetin;None;NRW;BVDK;09.12.2018;Germany;M;28;429.9;347.2;523.6
Damien Zaid;damienzaid;None;NRW;Germany-UA;04.10.2019;None;M;0;485;253.5;551.1
Amelie Schmidbauer;amelieschmidbauer;am.s.elie;BY;BVDK;26.10.2019;None;F;27;275.5;170.8;319.6
Aaron Jaschok;aaronjaschok;None;None;BVDK;12.10.2017;None;M;32;562.1;358.2;573.2
